scroll,estimator,z,published_x,published_y,error_mm
PHerc0125,argmax,2140,5081,3019,3.437
PHerc0125,argmax,2264,5094,2977,6.38
PHerc0125,argmax,2535,4924,2962,9.751
PHerc0125,argmax,2749,4883,3010,8.381
PHerc0125,argmax,2966,4880,3079,7.623
PHerc0125,argmax,3190,4849,3108,6.145
PHerc0125,argmax,3309,4775,3146,5.399
PHerc0125,argmax,3528,4605,3208,4.238
PHerc0125,argmax,4040,4349,3501,1.272
PHerc0125,argmax,4198,4315,3732,1.446
PHerc0125,argmax,4406,4361,3906,3.361
PHerc0125,argmax,5013,4302,3906,2.304
PHerc0125,argmax,5208,4293,3905,1.74
PHerc0125,argmax,5387,4305,3914,0.914
PHerc0125,argmax,5656,4280,3933,0.807
PHerc0125,argmax,5710,4386,4002,2.191
PHerc0125,argmax,6190,4328,4239,6.365
PHerc0125,argmax,6614,4340,4293,6.393
PHerc0125,argmax,6898,4320,4346,6.881
PHerc0125,argmax,7200,4275,4335,4.505
PHerc0125,argmax,7541,4322,4358,5.933
PHerc0125,argmax,7789,4318,4318,4.195
PHerc0125,argmax,8006,4304,4314,2.689
PHerc0125,argmax,8252,4337,4306,0.553
PHerc0125,argmax,8466,4332,4265,2.723
PHerc0125,argmax,8705,4304,4252,4.873
PHerc0125,argmax,8919,4282,4179,2.339
PHerc0125,argmax,9055,4297,4175,0.874
PHerc0125,argmax,9359,4309,4188,0.554
PHerc0125,argmax,9507,4307,4202,0.191
PHerc0125,argmax,9828,4285,4182,1.359
PHerc0125,argmax,10001,4256,4181,1.153
PHerc0125,argmax,10267,4201,4132,4.225
PHerc0125,argmax,10587,4125,4117,1.008
PHerc0125,argmax,10848,4207,4138,1.365
PHerc0125,argmax,11168,4184,4104,2.082
PHerc0125,argmax,11393,4227,4098,1.055
PHerc0125,argmax,11890,4283,4163,0.688
PHerc0125,argmax,12058,4231,4235,0.75
PHerc0125,argmax,12228,4240,4219,0.844
PHerc0125,argmax,12446,4296,4186,0.306
PHerc0125,argmax,12738,4248,4155,3.208
PHerc0125,argmax,12965,4253,4131,6.899
PHerc0125,argmax,13213,4229,4116,7.738
PHerc0125,argmax,13472,4242,4153,6.038
PHerc0125,argmax,13768,4246,4169,3.765
PHerc0125,argmax,13874,4190,4373,5.46
PHerc0125,argmax,14075,4203,4330,9.239
PHerc0125,argmax,14291,4246,4380,9.343
PHerc0125,argmax,14574,4240,4376,7.689
PHerc0125,argmax,14831,4222,4383,1.871
PHerc0125,argmax,15092,4231,4327,1.165
PHerc0125,argmax,15293,4251,4316,1.601
PHerc0125,argmax,15481,4255,4385,1.548
PHerc0125,argmax,15591,4238,4382,1.706
PHerc0125,argmax,15803,4220,4414,2.147
PHerc0125,argmax,15928,4173,4265,3.024
PHerc0125,argmax,16105,4199,4277,3.045
PHerc0125,argmax,16297,4229,4306,3.14
PHerc0125,argmax,16437,4199,4351,3.802
PHerc0125,argmax,16510,4195,4382,3.783
PHerc0125,argmax,16715,4278,4412,2.661
PHerc0125,argmax,16935,4239,4434,1.97
PHerc0125,argmax,17134,4267,4396,1.106
PHerc0125,argmax,17298,4219,4258,1.564
PHerc0125,argmax,17395,4272,4120,3.109
PHerc0125,argmax,17552,4265,4089,4.098
PHerc0125,argmax,17707,4235,4085,3.901
PHerc0125,argmax,17888,4287,4095,4.043
PHerc0125,argmax,18067,4241,4099,3.374
PHerc0125,argmax,18294,4217,4022,2.121
PHerc0125,argmax,18506,4242,4010,0.67
PHerc0125,argmax,18657,4319,3995,2.618
PHerc0125,argmax,18890,4282,3982,6.542
PHerc0125,argmax,19084,4319,3923,8.401
PHerc0125,centroid,2140,5081,3019,7.088
PHerc0125,centroid,2264,5094,2977,6.499
PHerc0125,centroid,2535,4924,2962,6.662
PHerc0125,centroid,2749,4883,3010,6.823
PHerc0125,centroid,2966,4880,3079,6.796
PHerc0125,centroid,3190,4849,3108,6.744
PHerc0125,centroid,3309,4775,3146,6.151
PHerc0125,centroid,3528,4605,3208,4.965
PHerc0125,centroid,4040,4349,3501,2.363
PHerc0125,centroid,4198,4315,3732,0.852
PHerc0125,centroid,4406,4361,3906,0.895
PHerc0125,centroid,5013,4302,3906,0.378
PHerc0125,centroid,5208,4293,3905,0.152
PHerc0125,centroid,5387,4305,3914,0.339
PHerc0125,centroid,5656,4280,3933,0.65
PHerc0125,centroid,5710,4386,4002,0.861
PHerc0125,centroid,6190,4328,4239,1.755
PHerc0125,centroid,6614,4340,4293,2.177
PHerc0125,centroid,6898,4320,4346,2.537
PHerc0125,centroid,7200,4275,4335,2.337
PHerc0125,centroid,7541,4322,4358,3.351
PHerc0125,centroid,7789,4318,4318,3.641
PHerc0125,centroid,8006,4304,4314,3.841
PHerc0125,centroid,8252,4337,4306,4.28
PHerc0125,centroid,8466,4332,4265,3.75
PHerc0125,centroid,8705,4304,4252,3.021
PHerc0125,centroid,8919,4282,4179,1.925
PHerc0125,centroid,9055,4297,4175,1.665
PHerc0125,centroid,9359,4309,4188,1.48
PHerc0125,centroid,9507,4307,4202,1.484
PHerc0125,centroid,9828,4285,4182,1.366
PHerc0125,centroid,10001,4256,4181,1.171
PHerc0125,centroid,10267,4201,4132,0.687
PHerc0125,centroid,10587,4125,4117,1.149
PHerc0125,centroid,10848,4207,4138,1.333
PHerc0125,centroid,11168,4184,4104,0.218
PHerc0125,centroid,11393,4227,4098,0.361
PHerc0125,centroid,11890,4283,4163,1.37
PHerc0125,centroid,12058,4231,4235,2.072
PHerc0125,centroid,12228,4240,4219,2.373
PHerc0125,centroid,12446,4296,4186,2.203
PHerc0125,centroid,12738,4248,4155,2.477
PHerc0125,centroid,12965,4253,4131,2.185
PHerc0125,centroid,13213,4229,4116,2.332
PHerc0125,centroid,13472,4242,4153,2.169
PHerc0125,centroid,13768,4246,4169,2.498
PHerc0125,centroid,13874,4190,4373,2.435
PHerc0125,centroid,14075,4203,4330,2.585
PHerc0125,centroid,14291,4246,4380,2.129
PHerc0125,centroid,14574,4240,4376,1.93
PHerc0125,centroid,14831,4222,4383,1.517
PHerc0125,centroid,15092,4231,4327,1.133
PHerc0125,centroid,15293,4251,4316,0.851
PHerc0125,centroid,15481,4255,4385,1.193
PHerc0125,centroid,15591,4238,4382,1.405
PHerc0125,centroid,15803,4220,4414,2.298
PHerc0125,centroid,15928,4173,4265,2.922
PHerc0125,centroid,16105,4199,4277,3.254
PHerc0125,centroid,16297,4229,4306,3.162
PHerc0125,centroid,16437,4199,4351,3.605
PHerc0125,centroid,16510,4195,4382,3.623
PHerc0125,centroid,16715,4278,4412,2.672
PHerc0125,centroid,16935,4239,4434,2.911
PHerc0125,centroid,17134,4267,4396,2.528
PHerc0125,centroid,17298,4219,4258,2.922
PHerc0125,centroid,17395,4272,4120,2.924
PHerc0125,centroid,17552,4265,4089,3.036
PHerc0125,centroid,17707,4235,4085,3.133
PHerc0125,centroid,17888,4287,4095,2.441
PHerc0125,centroid,18067,4241,4099,2.773
PHerc0125,centroid,18294,4217,4022,3.632
PHerc0125,centroid,18506,4242,4010,4.259
PHerc0125,centroid,18657,4319,3995,4.502
PHerc0125,centroid,18890,4282,3982,5.941
PHerc0125,centroid,19084,4319,3923,6.325
PHerc0125,plateau_centroid,2140,5081,3019,5.669
PHerc0125,plateau_centroid,2264,5094,2977,6.672
PHerc0125,plateau_centroid,2535,4924,2962,8.755
PHerc0125,plateau_centroid,2749,4883,3010,8.114
PHerc0125,plateau_centroid,2966,4880,3079,7.234
PHerc0125,plateau_centroid,3190,4849,3108,5.822
PHerc0125,plateau_centroid,3309,4775,3146,4.927
PHerc0125,plateau_centroid,3528,4605,3208,3.477
PHerc0125,plateau_centroid,4040,4349,3501,1.411
PHerc0125,plateau_centroid,4198,4315,3732,1.314
PHerc0125,plateau_centroid,4406,4361,3906,2.24
PHerc0125,plateau_centroid,5013,4302,3906,1.647
PHerc0125,plateau_centroid,5208,4293,3905,1.516
PHerc0125,plateau_centroid,5387,4305,3914,0.731
PHerc0125,plateau_centroid,5656,4280,3933,0.173
PHerc0125,plateau_centroid,5710,4386,4002,1.537
PHerc0125,plateau_centroid,6190,4328,4239,4.277
PHerc0125,plateau_centroid,6614,4340,4293,3.728
PHerc0125,plateau_centroid,6898,4320,4346,4.528
PHerc0125,plateau_centroid,7200,4275,4335,4.807
PHerc0125,plateau_centroid,7541,4322,4358,1.843
PHerc0125,plateau_centroid,7789,4318,4318,1.035
PHerc0125,plateau_centroid,8006,4304,4314,0.069
PHerc0125,plateau_centroid,8252,4337,4306,0.889
PHerc0125,plateau_centroid,8466,4332,4265,1.384
PHerc0125,plateau_centroid,8705,4304,4252,1.812
PHerc0125,plateau_centroid,8919,4282,4179,1.859
PHerc0125,plateau_centroid,9055,4297,4175,1.479
PHerc0125,plateau_centroid,9359,4309,4188,0.535
PHerc0125,plateau_centroid,9507,4307,4202,0.36
PHerc0125,plateau_centroid,9828,4285,4182,0.703
PHerc0125,plateau_centroid,10001,4256,4181,0.437
PHerc0125,plateau_centroid,10267,4201,4132,2.085
PHerc0125,plateau_centroid,10587,4125,4117,2.708
PHerc0125,plateau_centroid,10848,4207,4138,3.929
PHerc0125,plateau_centroid,11168,4184,4104,4.87
PHerc0125,plateau_centroid,11393,4227,4098,3.66
PHerc0125,plateau_centroid,11890,4283,4163,3.33
PHerc0125,plateau_centroid,12058,4231,4235,2.63
PHerc0125,plateau_centroid,12228,4240,4219,1.968
PHerc0125,plateau_centroid,12446,4296,4186,1.821
PHerc0125,plateau_centroid,12738,4248,4155,3.409
PHerc0125,plateau_centroid,12965,4253,4131,4.507
PHerc0125,plateau_centroid,13213,4229,4116,5.341
PHerc0125,plateau_centroid,13472,4242,4153,5.56
PHerc0125,plateau_centroid,13768,4246,4169,5.94
PHerc0125,plateau_centroid,13874,4190,4373,6.013
PHerc0125,plateau_centroid,14075,4203,4330,6.461
PHerc0125,plateau_centroid,14291,4246,4380,6.005
PHerc0125,plateau_centroid,14574,4240,4376,5.592
PHerc0125,plateau_centroid,14831,4222,4383,4.166
PHerc0125,plateau_centroid,15092,4231,4327,3.23
PHerc0125,plateau_centroid,15293,4251,4316,2.479
PHerc0125,plateau_centroid,15481,4255,4385,1.731
PHerc0125,plateau_centroid,15591,4238,4382,1.532
PHerc0125,plateau_centroid,15803,4220,4414,1.808
PHerc0125,plateau_centroid,15928,4173,4265,2.74
PHerc0125,plateau_centroid,16105,4199,4277,2.879
PHerc0125,plateau_centroid,16297,4229,4306,3.123
PHerc0125,plateau_centroid,16437,4199,4351,3.831
PHerc0125,plateau_centroid,16510,4195,4382,3.543
PHerc0125,plateau_centroid,16715,4278,4412,1.643
PHerc0125,plateau_centroid,16935,4239,4434,1.126
PHerc0125,plateau_centroid,17134,4267,4396,1.536
PHerc0125,plateau_centroid,17298,4219,4258,1.79
PHerc0125,plateau_centroid,17395,4272,4120,3.015
PHerc0125,plateau_centroid,17552,4265,4089,3.631
PHerc0125,plateau_centroid,17707,4235,4085,3.586
PHerc0125,plateau_centroid,17888,4287,4095,4.11
PHerc0125,plateau_centroid,18067,4241,4099,3.36
PHerc0125,plateau_centroid,18294,4217,4022,1.652
PHerc0125,plateau_centroid,18506,4242,4010,0.578
PHerc0125,plateau_centroid,18657,4319,3995,2.073
PHerc0125,plateau_centroid,18890,4282,3982,5.058
PHerc0125,plateau_centroid,19084,4319,3923,6.239
PHerc0125,plateau_nearest_centroid,2140,5081,3019,6.489
PHerc0125,plateau_nearest_centroid,2264,5094,2977,5.535
PHerc0125,plateau_nearest_centroid,2535,4924,2962,6.688
PHerc0125,plateau_nearest_centroid,2749,4883,3010,6.865
PHerc0125,plateau_nearest_centroid,2966,4880,3079,6.837
PHerc0125,plateau_nearest_centroid,3190,4849,3108,6.77
PHerc0125,plateau_nearest_centroid,3309,4775,3146,6.168
PHerc0125,plateau_nearest_centroid,3528,4605,3208,4.965
PHerc0125,plateau_nearest_centroid,4040,4349,3501,2.3
PHerc0125,plateau_nearest_centroid,4198,4315,3732,0.887
PHerc0125,plateau_nearest_centroid,4406,4361,3906,1.464
PHerc0125,plateau_nearest_centroid,5013,4302,3906,0.69
PHerc0125,plateau_nearest_centroid,5208,4293,3905,0.446
PHerc0125,plateau_nearest_centroid,5387,4305,3914,0.146
PHerc0125,plateau_nearest_centroid,5656,4280,3933,0.648
PHerc0125,plateau_nearest_centroid,5710,4386,4002,0.851
PHerc0125,plateau_nearest_centroid,6190,4328,4239,1.736
PHerc0125,plateau_nearest_centroid,6614,4340,4293,2.163
PHerc0125,plateau_nearest_centroid,6898,4320,4346,2.366
PHerc0125,plateau_nearest_centroid,7200,4275,4335,2.089
PHerc0125,plateau_nearest_centroid,7541,4322,4358,2.78
PHerc0125,plateau_nearest_centroid,7789,4318,4318,3.331
PHerc0125,plateau_nearest_centroid,8006,4304,4314,3.509
PHerc0125,plateau_nearest_centroid,8252,4337,4306,3.848
PHerc0125,plateau_nearest_centroid,8466,4332,4265,3.455
PHerc0125,plateau_nearest_centroid,8705,4304,4252,2.763
PHerc0125,plateau_nearest_centroid,8919,4282,4179,1.777
PHerc0125,plateau_nearest_centroid,9055,4297,4175,1.477
PHerc0125,plateau_nearest_centroid,9359,4309,4188,1.357
PHerc0125,plateau_nearest_centroid,9507,4307,4202,1.413
PHerc0125,plateau_nearest_centroid,9828,4285,4182,1.325
PHerc0125,plateau_nearest_centroid,10001,4256,4181,1.107
PHerc0125,plateau_nearest_centroid,10267,4201,4132,0.714
PHerc0125,plateau_nearest_centroid,10587,4125,4117,1.172
PHerc0125,plateau_nearest_centroid,10848,4207,4138,1.355
PHerc0125,plateau_nearest_centroid,11168,4184,4104,0.224
PHerc0125,plateau_nearest_centroid,11393,4227,4098,0.396
PHerc0125,plateau_nearest_centroid,11890,4283,4163,1.374
PHerc0125,plateau_nearest_centroid,12058,4231,4235,2.087
PHerc0125,plateau_nearest_centroid,12228,4240,4219,2.39
PHerc0125,plateau_nearest_centroid,12446,4296,4186,2.191
PHerc0125,plateau_nearest_centroid,12738,4248,4155,2.454
PHerc0125,plateau_nearest_centroid,12965,4253,4131,2.166
PHerc0125,plateau_nearest_centroid,13213,4229,4116,2.329
PHerc0125,plateau_nearest_centroid,13472,4242,4153,2.172
PHerc0125,plateau_nearest_centroid,13768,4246,4169,2.501
PHerc0125,plateau_nearest_centroid,13874,4190,4373,2.436
PHerc0125,plateau_nearest_centroid,14075,4203,4330,2.609
PHerc0125,plateau_nearest_centroid,14291,4246,4380,2.161
PHerc0125,plateau_nearest_centroid,14574,4240,4376,1.959
PHerc0125,plateau_nearest_centroid,14831,4222,4383,1.517
PHerc0125,plateau_nearest_centroid,15092,4231,4327,1.128
PHerc0125,plateau_nearest_centroid,15293,4251,4316,0.841
PHerc0125,plateau_nearest_centroid,15481,4255,4385,1.191
PHerc0125,plateau_nearest_centroid,15591,4238,4382,1.39
PHerc0125,plateau_nearest_centroid,15803,4220,4414,2.272
PHerc0125,plateau_nearest_centroid,15928,4173,4265,2.902
PHerc0125,plateau_nearest_centroid,16105,4199,4277,3.239
PHerc0125,plateau_nearest_centroid,16297,4229,4306,3.145
PHerc0125,plateau_nearest_centroid,16437,4199,4351,3.589
PHerc0125,plateau_nearest_centroid,16510,4195,4382,3.611
PHerc0125,plateau_nearest_centroid,16715,4278,4412,2.67
PHerc0125,plateau_nearest_centroid,16935,4239,4434,2.243
PHerc0125,plateau_nearest_centroid,17134,4267,4396,0.56
PHerc0125,plateau_nearest_centroid,17298,4219,4258,0.581
PHerc0125,plateau_nearest_centroid,17395,4272,4120,1.416
PHerc0125,plateau_nearest_centroid,17552,4265,4089,1.676
PHerc0125,plateau_nearest_centroid,17707,4235,4085,1.569
PHerc0125,plateau_nearest_centroid,17888,4287,4095,2.163
PHerc0125,plateau_nearest_centroid,18067,4241,4099,2.574
PHerc0125,plateau_nearest_centroid,18294,4217,4022,1.841
PHerc0125,plateau_nearest_centroid,18506,4242,4010,2.745
PHerc0125,plateau_nearest_centroid,18657,4319,3995,3.763
PHerc0125,plateau_nearest_centroid,18890,4282,3982,5.941
PHerc0125,plateau_nearest_centroid,19084,4319,3923,6.38
PHerc0125,argmax+hampel,3309,4775,3146,5.399
PHerc0125,argmax+hampel,3528,4605,3208,4.238
PHerc0125,argmax+hampel,4040,4349,3501,1.272
PHerc0125,argmax+hampel,4198,4315,3732,1.446
PHerc0125,argmax+hampel,4406,4361,3906,3.361
PHerc0125,argmax+hampel,5013,4302,3906,2.304
PHerc0125,argmax+hampel,5208,4293,3905,1.74
PHerc0125,argmax+hampel,5387,4305,3914,0.914
PHerc0125,argmax+hampel,5656,4280,3933,0.807
PHerc0125,argmax+hampel,5710,4386,4002,2.191
PHerc0125,argmax+hampel,6190,4328,4239,4.295
PHerc0125,argmax+hampel,6614,4340,4293,5.506
PHerc0125,argmax+hampel,6898,4320,4346,4.468
PHerc0125,argmax+hampel,7200,4275,4335,1.836
PHerc0125,argmax+hampel,7541,4322,4358,0.971
PHerc0125,argmax+hampel,7789,4318,4318,2.699
PHerc0125,argmax+hampel,8006,4304,4314,2.689
PHerc0125,argmax+hampel,8252,4337,4306,0.553
PHerc0125,argmax+hampel,8466,4332,4265,2.723
PHerc0125,argmax+hampel,8705,4304,4252,4.873
PHerc0125,argmax+hampel,8919,4282,4179,2.339
PHerc0125,argmax+hampel,9055,4297,4175,0.874
PHerc0125,argmax+hampel,9359,4309,4188,0.554
PHerc0125,argmax+hampel,9507,4307,4202,0.191
PHerc0125,argmax+hampel,9828,4285,4182,1.359
PHerc0125,argmax+hampel,10001,4256,4181,1.153
PHerc0125,argmax+hampel,10267,4201,4132,4.225
PHerc0125,argmax+hampel,10587,4125,4117,1.008
PHerc0125,argmax+hampel,10848,4207,4138,1.365
PHerc0125,argmax+hampel,11168,4184,4104,2.082
PHerc0125,argmax+hampel,11393,4227,4098,1.055
PHerc0125,argmax+hampel,11890,4283,4163,0.688
PHerc0125,argmax+hampel,12058,4231,4235,0.75
PHerc0125,argmax+hampel,12228,4240,4219,0.844
PHerc0125,argmax+hampel,12446,4296,4186,0.306
PHerc0125,argmax+hampel,12738,4248,4155,3.208
PHerc0125,argmax+hampel,12965,4253,4131,6.899
PHerc0125,argmax+hampel,13213,4229,4116,7.738
PHerc0125,argmax+hampel,13472,4242,4153,6.038
PHerc0125,argmax+hampel,13768,4246,4169,2.856
PHerc0125,argmax+hampel,13874,4190,4373,2.377
PHerc0125,argmax+hampel,14075,4203,4330,1.999
PHerc0125,argmax+hampel,14291,4246,4380,1.245
PHerc0125,argmax+hampel,14574,4240,4376,0.901
PHerc0125,argmax+hampel,14831,4222,4383,0.766
PHerc0125,argmax+hampel,15092,4231,4327,1.165
PHerc0125,argmax+hampel,15293,4251,4316,1.601
PHerc0125,argmax+hampel,15481,4255,4385,1.548
PHerc0125,argmax+hampel,15591,4238,4382,1.706
PHerc0125,argmax+hampel,15803,4220,4414,2.147
PHerc0125,argmax+hampel,15928,4173,4265,3.024
PHerc0125,argmax+hampel,16105,4199,4277,3.045
PHerc0125,argmax+hampel,16297,4229,4306,3.14
PHerc0125,argmax+hampel,16437,4199,4351,3.802
PHerc0125,argmax+hampel,16510,4195,4382,3.783
PHerc0125,argmax+hampel,16715,4278,4412,2.661
PHerc0125,argmax+hampel,16935,4239,4434,1.97
PHerc0125,argmax+hampel,17134,4267,4396,1.106
PHerc0125,argmax+hampel,17298,4219,4258,1.564
PHerc0125,argmax+hampel,17395,4272,4120,3.109
PHerc0125,argmax+hampel,17552,4265,4089,4.098
PHerc0125,argmax+hampel,17707,4235,4085,3.901
PHerc0125,argmax+hampel,17888,4287,4095,4.043
PHerc0125,argmax+hampel,18067,4241,4099,3.374
PHerc0125,argmax+hampel,18294,4217,4022,2.121
PHerc0125,fake_axis,2140,5081,3019,13.782
PHerc0125,fake_axis,2264,5094,2977,14.17
PHerc0125,fake_axis,2535,4924,2962,13.405
PHerc0125,fake_axis,2749,4883,3010,12.823
PHerc0125,fake_axis,2966,4880,3079,12.255
PHerc0125,fake_axis,3190,4849,3108,11.872
PHerc0125,fake_axis,3309,4775,3146,11.216
PHerc0125,fake_axis,3528,4605,3208,9.998
PHerc0125,fake_axis,4040,4349,3501,6.645
PHerc0125,fake_axis,4198,4315,3732,4.468
PHerc0125,fake_axis,4406,4361,3906,3.115
